# x
1.755564743292072905e-01 1.000000000000000000e+00
-1.594020897531920333e-01 -1.000000000000000000e+00
2.541224650723181711e-01 1.000000000000000000e+00
1.479201028448818178e+00 1.000000000000000000e+00
9.543547176632722895e-01 1.000000000000000000e+00
1.961259330527628464e+00 1.000000000000000000e+00
-6.369446668017189062e-01 -1.000000000000000000e+00
-3.076538087857620951e-01 1.000000000000000000e+00
4.791262392195134723e-01 1.000000000000000000e+00
-1.544543322274011032e+00 -1.000000000000000000e+00
1.020618639967594277e+00 1.000000000000000000e+00
1.986349653888707323e+00 -1.000000000000000000e+00
-7.970772997273911642e-01 1.000000000000000000e+00
1.160727939028527445e+00 1.000000000000000000e+00
-1.469902984767777809e+00 1.000000000000000000e+00
-1.312252412950671410e+00 -1.000000000000000000e+00
-8.020971623029851116e-01 1.000000000000000000e+00
1.604642096386813321e+00 1.000000000000000000e+00
-7.538031647121816725e-01 -1.000000000000000000e+00
9.061389704472730955e-01 1.000000000000000000e+00
6.309194103819151245e-01 -1.000000000000000000e+00
-4.678247576114111794e-01 -1.000000000000000000e+00
1.924418019049366713e+00 -1.000000000000000000e+00
1.230651445788939924e+00 1.000000000000000000e+00
-1.784459076268663402e+00 -1.000000000000000000e+00
-6.823508941476195133e-01 -1.000000000000000000e+00
-1.269731906525954468e+00 -1.000000000000000000e+00
1.945823466030589088e+00 -1.000000000000000000e+00
1.518502398752110238e+00 1.000000000000000000e+00
-1.185354391090912785e+00 1.000000000000000000e+00
-1.273950200343264338e+00 -1.000000000000000000e+00
1.265141237411627539e+00 -1.000000000000000000e+00
-7.758067145734255377e-01 1.000000000000000000e+00
-1.100175863493384476e-01 -1.000000000000000000e+00
1.288895516623403736e+00 1.000000000000000000e+00
-1.457528485401117013e+00 -1.000000000000000000e+00
6.896548959235815346e-01 1.000000000000000000e+00
1.492152349938807632e+00 -1.000000000000000000e+00
-1.880915077472174346e+00 1.000000000000000000e+00
-1.972756006019860120e+00 -1.000000000000000000e+00
-1.304080229873845198e+00 -1.000000000000000000e+00
1.215765673557827498e+00 -1.000000000000000000e+00
8.589332192564720359e-01 1.000000000000000000e+00
2.212936884921896663e-01 1.000000000000000000e+00
1.056304041751040312e+00 -1.000000000000000000e+00
-3.806570577073253858e-02 -1.000000000000000000e+00
4.332128473615370901e-01 -1.000000000000000000e+00
2.709843130166689207e-02 1.000000000000000000e+00
-1.382986291731508999e+00 1.000000000000000000e+00
-1.599047253380978972e+00 1.000000000000000000e+00
2.703501479808565477e-01 1.000000000000000000e+00
1.405015224889480496e+00 -1.000000000000000000e+00
-2.953368867760222116e-01 -1.000000000000000000e+00
1.279402574895378564e-01 1.000000000000000000e+00
1.948232172087239089e+00 -1.000000000000000000e+00
-1.748438254801468972e+00 1.000000000000000000e+00
7.809055094414145692e-01 -1.000000000000000000e+00
