# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.986569324224105992e-03 1.055567303279039137e-01 8.232290954398299720e-03 2.790791678657117414e-03 5.495402496428714902e-03 1.372807558488835017e-03 1.173580803085289915e-03 2.772066827554838797e-01 9.566218169496792934e-03 2.226555757742241723e-02 1.962095302092799198e-03 1.061982763114716621e-01 8.293615922580989744e-03 2.790791678657117414e-03 5.495402496428714902e-03 1.372807558488835017e-03 1.173580803085289915e-03 2.772066827554838797e-01 9.566218169496792934e-03 2.226555757742241723e-02
1.000000000000000000e+02 1.243227697725076786e-04 3.728544955401031649e-05 1.918520637306847000e-03 2.519665701038907406e-03 9.357161946557580488e-04 5.334120998160935337e-03 1.655835586956368904e-04 1.123623431303830481e-02 1.400266045465783156e-04 1.923760322293625462e-05 1.216752357149701559e-04 3.690933011597477320e-05 1.951712522243421013e-03 2.519665701038907406e-03 9.357161946557580488e-04 5.334120998160935337e-03 1.655835586956368904e-04 1.123623431303830481e-02 1.400266045465783156e-04 1.923760322293625462e-05
2.000000000000000000e+02 7.971422815693839981e-05 1.226097286785700332e-05 2.015810924603463495e-03 8.211753773322234612e-04 9.491117039764317143e-04 7.039845054971384519e-03 1.670290699144661600e-04 2.199669833536895339e-03 1.432990088709363186e-04 1.265964561160445315e-06 8.234415132486061105e-05 1.146436841456277533e-05 2.075304304156241463e-03 8.211753773322234612e-04 9.491117039764317143e-04 7.039845054971384519e-03 1.670290699144661600e-04 2.199669833536895339e-03 1.432990088709363186e-04 1.265964561160445315e-06
3.000000000000000000e+02 2.338229603537748347e-05 1.996719571565794453e-05 2.081065648087288694e-03 5.712015584000359764e-04 6.754049071809549226e-04 5.459305913017873345e-03 1.305034642029871596e-04 1.556161916857413258e-03 1.756876423617591081e-04 1.170055408124401878e-06 2.414637414860079580e-05 1.922200296023356646e-05 2.170962775235118526e-03 5.712015584000359764e-04 6.754049071809549226e-04 5.459305913017873345e-03 1.305034642029871596e-04 1.556161916857413258e-03 1.756876423617591081e-04 1.170055408124401878e-06
4.000000000000000000e+02 1.146998264546698612e-05 2.753342476113513143e-05 1.910589377780374121e-03 3.654498722627982357e-04 6.955856932945210513e-04 4.813219285375720975e-03 1.467781995332605703e-04 1.131274911601483574e-03 2.145354372142730239e-04 1.825701953658973356e-06 1.199286157451946131e-05 2.642716514524053712e-05 2.014750735459553115e-03 3.654498722627982357e-04 6.955856932945210513e-04 4.813219285375720975e-03 1.467781995332605703e-04 1.131274911601483574e-03 2.145354372142730239e-04 1.825701953658973356e-06
5.000000000000000000e+02 1.482396029571551365e-05 2.185207588353859886e-05 1.765262483698432951e-03 1.960548279374161663e-04 7.407264798122085558e-04 4.547688473077074293e-03 1.547358582228409399e-04 9.457524585363623164e-04 1.890563401142816824e-04 1.870912295130794780e-06 1.539077717456640128e-05 2.060564496448173111e-05 1.871707055822261108e-03 1.960548279374161663e-04 7.407264798122085558e-04 4.547688473077074293e-03 1.547358582228409399e-04 9.457524585363623164e-04 1.890563401142816824e-04 1.870912295130794780e-06
6.000000000000000000e+02 2.785354564559695885e-05 1.607864401168411397e-05 1.660742786414848814e-03 1.217578326603635579e-04 7.788521903820934617e-04 4.316625259912942013e-03 1.619305335212897724e-04 7.987965341183977854e-04 1.669950197540695784e-04 1.290727870237475289e-06 2.852127907159676096e-05 1.498799892080531976e-05 1.763191789925316671e-03 1.217578326603635579e-04 7.788521903820934617e-04 4.316625259912942013e-03 1.619305335212897724e-04 7.987965341183977854e-04 1.669950197540695784e-04 1.290727870237475289e-06
7.000000000000000000e+02 4.112688738702258628e-05 1.497179720644126497e-05 1.542576725141084695e-03 1.080062803109644584e-04 8.299080401596078136e-04 4.143685881182298386e-03 1.633758741412131362e-04 7.726525362898317446e-04 1.441638813943009641e-04 1.045279099561152195e-06 4.219741592226428377e-05 1.381581785733396117e-05 1.653287265749383249e-03 1.080062803109644584e-04 8.299080401596078136e-04 4.143685881182298386e-03 1.633758741412131362e-04 7.726525362898317446e-04 1.441638813943009641e-04 1.045279099561152195e-06
8.000000000000000000e+02 5.240507684487843266e-05 1.640245315280639270e-05 1.495680832669306001e-03 9.829288620538606600e-05 8.743377303579726555e-04 4.070890253269758216e-03 1.598780709881000720e-04 6.366032300656647783e-04 1.222953378064417214e-04 9.843539216542116994e-07 5.383599283157446960e-05 1.572846399605314676e-05 1.614845947075351689e-03 9.829288620538606600e-05 8.743377303579726555e-04 4.070890253269758216e-03 1.598780709881000720e-04 6.366032300656647783e-04 1.222953378064417214e-04 9.843539216542116994e-07
9.000000000000000000e+02 5.795737573714049193e-05 1.796790428043878405e-05 1.431084381336435087e-03 8.997403048382119934e-05 9.147435168862269421e-04 3.995344144410883924e-03 1.456090120275443467e-04 5.841170116652391869e-04 1.038361288644992309e-04 1.058427287791914913e-06 5.956124432207276050e-05 1.763009150235448654e-05 1.561048337588019381e-03 8.997403048382119934e-05 9.147435168862269421e-04 3.995344144410883924e-03 1.456090120275443467e-04 5.841170116652391869e-04 1.038361288644992309e-04 1.058427287791914913e-06
